date,platform,campaign_type,industry,country,impressions,clicks,ad_spend,conversions,revenue
2024-07-07,Meta Ads,Display,EdTech,Australia,67823,2075,3797.25,26,4093.91
2024-07-07,Meta Ads,Display,SaaS,USA,74922,1333,1759.56,95,17171.74
2024-07-07,Meta Ads,Display,Healthcare,UAE,105050,3077,1538.5,206,55580.46
2024-07-07,Meta Ads,Shopping,Fintech,Australia,8608,100,58.0,3,661.12
2024-07-08,Meta Ads,Search,E-commerce,India,22543,333,496.17,12,642.18
2024-07-08,Google Ads,Shopping,EdTech,USA,93623,6319,7898.75,83,20925.73
2024-07-08,TikTok Ads,Video,EdTech,Germany,170011,10149,5581.95,110,29617.76
2024-07-08,TikTok Ads,Shopping,Healthcare,India,116739,4319,1468.46,306,46873.98
2024-07-08,Google Ads,Search,Fintech,Australia,188420,9364,24814.6,324,68719.44
2024-07-08,Meta Ads,Search,SaaS,UK,44612,811,1622.0,23,1008.1
2024-07-09,Meta Ads,Video,Healthcare,Germany,76229,1562,1577.62,30,4290.5
2024-07-09,Google Ads,Search,Healthcare,UK,18601,706,1412.0,54,3302.39
2024-07-10,Google Ads,Shopping,SaaS,UK,10704,489,836.19,36,5339.04
2024-07-10,Google Ads,Search,Fintech,UK,59943,2163,7116.27,114,4800.81
2024-07-10,Meta Ads,Shopping,Healthcare,India,134614,3190,5678.2,188,41736.54
2024-07-10,Google Ads,Shopping,SaaS,USA,73734,1990,1631.8,143,16954.02
2024-07-10,Google Ads,Video,SaaS,USA,158514,4565,9769.1,235,15388.32
2024-07-11,Meta Ads,Shopping,Healthcare,Canada,117200,1699,3296.06,113,30970.48
2024-07-11,Meta Ads,Video,SaaS,UK,194137,2640,6362.4,49,6668.85
2024-07-11,TikTok Ads,Video,E-commerce,Germany,180128,10555,8866.2,707,200566.9
2024-07-12,Meta Ads,Display,E-commerce,India,12452,280,344.4,18,4734.22
2024-07-12,TikTok Ads,Search,E-commerce,India,95853,4658,1443.98,92,27317.08
2024-07-12,Google Ads,Search,SaaS,Australia,146677,7597,10787.74,186,35941.14
2024-07-12,TikTok Ads,Display,SaaS,UAE,36562,1257,540.51,74,11838.52
2024-07-13,Meta Ads,Display,Fintech,India,140793,2886,4386.72,141,12104.44
2024-07-13,Google Ads,Shopping,Healthcare,Australia,98375,1898,6358.3,45,2253.91
2024-07-14,Google Ads,Search,Healthcare,India,88807,4999,11847.63,348,103474.34
2024-07-14,Meta Ads,Shopping,Healthcare,UK,161193,4916,6734.92,377,91408.9
2024-07-14,Meta Ads,Shopping,Healthcare,USA,111802,2247,3707.55,163,6163.84
2024-07-14,Google Ads,Shopping,E-commerce,USA,46846,2183,7334.88,46,5098.84
2024-07-14,Google Ads,Shopping,Fintech,Australia,116695,5799,18150.87,372,56034.95
2024-07-14,Meta Ads,Search,Fintech,Australia,165552,4337,9628.14,132,21448.35
2024-07-14,TikTok Ads,Shopping,SaaS,Canada,62888,3307,2017.27,55,12898.32
2024-07-14,TikTok Ads,Display,E-commerce,Canada,113621,10112,10010.88,472,84899.73
2024-07-16,Meta Ads,Search,Healthcare,UK,167002,3406,6232.98,76,10328.31
2024-07-16,Google Ads,Shopping,EdTech,UAE,163272,5551,12378.73,135,38753.89
2024-07-16,TikTok Ads,Video,Fintech,Australia,147658,6939,5967.54,282,39581.75
2024-07-16,Meta Ads,Video,E-commerce,USA,85989,997,1684.93,37,4865.84
2024-07-16,Google Ads,Video,EdTech,Canada,91901,3326,8581.08,261,77117.41
2024-07-17,TikTok Ads,Shopping,E-commerce,UAE,177517,13917,12664.47,671,36680.47
2024-07-17,Google Ads,Video,EdTech,Germany,113500,7604,9885.2,340,21520.64
2024-07-17,Meta Ads,Shopping,SaaS,India,152932,6591,8238.75,200,14211.23
2024-07-17,Google Ads,Shopping,Healthcare,UAE,99805,1936,2710.4,112,29346.97
2024-07-18,Google Ads,Shopping,Fintech,India,161904,4727,7752.28,263,21545.93
2024-07-18,Meta Ads,Search,EdTech,UAE,18706,458,201.52,35,7330.28
2024-07-18,Google Ads,Shopping,Fintech,USA,20797,846,913.68,56,11660.97
2024-07-19,Google Ads,Display,Fintech,India,110848,3181,7793.45,186,32321.78
2024-07-19,TikTok Ads,Display,Healthcare,UK,115304,3551,5539.56,232,22178.1
2024-07-19,Google Ads,Search,E-commerce,UAE,176066,5264,8317.12,119,28182.41
2024-07-19,Meta Ads,Shopping,E-commerce,India,194059,3434,4670.24,193,7460.79
2024-07-19,Google Ads,Display,Fintech,USA,184810,7447,23234.64,334,51289.24
2024-07-19,Google Ads,Shopping,E-commerce,India,52547,2806,6032.9,47,13262.4
2024-07-19,Meta Ads,Display,EdTech,India,140475,5043,10287.72,327,96504.49
2024-07-19,Google Ads,Shopping,Fintech,India,23773,461,737.6,5,642.97
2024-07-20,TikTok Ads,Shopping,EdTech,UAE,148573,8706,15409.62,643,163989.09
2024-07-21,TikTok Ads,Display,E-commerce,India,21956,1611,2271.51,79,9545.28
2024-07-21,Google Ads,Video,SaaS,Canada,157890,9204,31017.48,321,10260.33
2024-07-21,TikTok Ads,Display,SaaS,UAE,179039,14663,19941.68,1151,281693.26
2024-07-21,TikTok Ads,Shopping,Fintech,UK,157973,12227,6480.31,540,99930.16
2024-07-22,Google Ads,Display,SaaS,UK,166792,6071,19123.65,323,23590.83
2024-07-22,Google Ads,Video,Healthcare,USA,190826,12174,21304.5,933,139478.01
2024-07-22,Google Ads,Display,E-commerce,Australia,12546,725,1051.25,43,2269.78
2024-07-22,Meta Ads,Display,SaaS,UK,9909,170,316.2,10,1238.47
2024-07-22,Meta Ads,Shopping,E-commerce,UAE,133716,1617,1374.45,48,3570.09
2024-07-23,Google Ads,Display,E-commerce,Australia,73683,3757,12473.24,131,33721.52
2024-07-23,TikTok Ads,Video,Fintech,Canada,51557,2882,3602.5,135,6028.08
2024-07-23,Google Ads,Video,SaaS,UAE,28667,1338,3880.2,24,3421.56
2024-07-24,TikTok Ads,Search,Healthcare,Australia,132426,7309,2338.88,171,24136.13
2024-07-24,Meta Ads,Search,Fintech,Canada,8970,306,183.6,22,4976.05
2024-07-24,Google Ads,Video,E-commerce,UK,146656,5719,10008.25,357,62250.35
2024-07-25,Meta Ads,Search,EdTech,Germany,154381,1698,3141.3,70,19750.24
2024-07-25,TikTok Ads,Search,Fintech,UAE,41468,3354,3722.94,81,5215.94
2024-07-25,Google Ads,Search,SaaS,Australia,93919,4968,12668.4,308,66254.75
2024-07-25,Meta Ads,Video,E-commerce,Germany,93257,1930,2547.6,102,26767.95
2024-07-25,Meta Ads,Video,EdTech,Australia,62194,2039,3751.76,129,23854.38
2024-07-25,Meta Ads,Display,Healthcare,USA,174048,3846,6692.04,75,18304.27
2024-07-25,Meta Ads,Shopping,E-commerce,India,186775,2409,1662.21,107,10079.71
2024-07-26,Google Ads,Search,SaaS,UAE,70982,2548,7338.24,117,32045.18
2024-07-26,Google Ads,Search,SaaS,Germany,108719,4207,13462.4,121,21018.47
2024-07-26,Meta Ads,Search,EdTech,UK,29992,605,369.05,35,5311.42
2024-07-26,TikTok Ads,Shopping,Fintech,UAE,21643,1142,1176.26,81,18823.45
2024-07-26,TikTok Ads,Display,Fintech,Canada,73743,1991,3524.07,155,29721.14
2024-07-27,Meta Ads,Display,E-commerce,India,75269,2604,2161.32,70,3191.14
2024-07-27,Meta Ads,Display,SaaS,UK,51365,873,611.1,19,2655.69
2024-07-27,Google Ads,Video,SaaS,UAE,190890,7616,8834.56,141,25751.07
2024-07-27,Google Ads,Search,SaaS,UAE,85729,1757,5306.14,90,21584.82
2024-07-28,Google Ads,Video,EdTech,USA,168623,6896,9792.32,200,24436.96
2024-07-28,Meta Ads,Shopping,SaaS,Canada,99948,1389,1444.56,67,4987.6
2024-07-28,Google Ads,Video,Healthcare,India,173678,11428,24113.08,310,83080.36
2024-07-28,Google Ads,Search,EdTech,Australia,158535,3836,8285.76,120,12930.51
2024-07-28,Google Ads,Shopping,Healthcare,Australia,79189,4315,3969.8,197,21995.7
2024-07-28,Meta Ads,Video,EdTech,UAE,148088,4561,6202.96,173,48056.97
2024-07-28,Google Ads,Display,Fintech,Canada,35702,999,1578.42,15,2820.45
2024-07-29,Google Ads,Search,E-commerce,Germany,135011,3496,6607.44,254,69461.44
2024-07-29,Google Ads,Search,Fintech,Germany,63001,3181,4707.88,94,3324.55
2024-07-29,Meta Ads,Video,SaaS,India,24750,747,888.93,48,1738.76
2024-07-30,Google Ads,Display,Healthcare,Canada,50411,1320,3537.6,49,12873.07
2024-07-30,Google Ads,Display,EdTech,India,44387,1886,5299.66,112,16115.2
2024-07-31,TikTok Ads,Search,EdTech,India,29741,1287,1583.01,55,6012.36
2024-07-31,Google Ads,Display,SaaS,India,80324,2337,6987.63,50,12463.37
2024-07-31,Meta Ads,Display,Fintech,UK,159301,6738,14688.84,302,57570.61
2024-07-31,TikTok Ads,Video,Fintech,UAE,10156,474,146.94,29,1480.61
2024-07-31,Meta Ads,Search,EdTech,Germany,39754,1164,1571.4,72,9221.61
2024-08-01,TikTok Ads,Search,EdTech,India,66169,2057,3064.93,136,39364.99
2024-08-01,Google Ads,Shopping,EdTech,UAE,65186,1955,4418.3,89,13375.79
2024-08-01,Meta Ads,Display,E-commerce,USA,168947,4510,8749.4,179,48341.14
2024-08-01,TikTok Ads,Shopping,Fintech,UK,164852,6445,10569.8,471,43233.91
2024-08-01,Google Ads,Display,SaaS,Canada,188490,6879,19536.36,279,18268.77
2024-08-02,Meta Ads,Display,Fintech,Germany,163124,4273,3888.43,239,71554.77
2024-08-02,Google Ads,Shopping,SaaS,UAE,98899,2185,6904.6,171,45859.64
2024-08-02,Google Ads,Video,Fintech,Germany,33750,1410,2693.1,106,5682.79
2024-08-02,TikTok Ads,Shopping,SaaS,USA,50955,3892,4942.84,224,60995.17
2024-08-02,Google Ads,Search,E-commerce,USA,28553,850,1751.0,51,13010.72
2024-08-03,Meta Ads,Search,E-commerce,USA,110603,2377,1640.13,62,2761.12
2024-08-03,TikTok Ads,Search,Healthcare,India,40709,1314,919.8,90,16081.05
2024-08-03,Google Ads,Search,EdTech,USA,151900,5270,5849.7,291,47553.46
2024-08-03,Google Ads,Video,SaaS,Canada,185948,5373,3922.29,82,15594.76
2024-08-04,Google Ads,Shopping,EdTech,USA,63959,2014,4591.92,150,37769.59
2024-08-04,Google Ads,Display,Healthcare,USA,24359,1461,3418.74,35,4110.39
2024-08-04,Meta Ads,Shopping,SaaS,Canada,58968,1715,2555.35,127,13332.87
2024-08-04,Google Ads,Shopping,EdTech,UK,158627,7725,22248.0,299,66700.13
2024-08-04,Google Ads,Video,Fintech,Australia,39001,1450,3799.0,18,5256.07
2024-08-04,Meta Ads,Search,Fintech,Canada,194287,5032,4277.2,338,32920.35
2024-08-04,TikTok Ads,Video,EdTech,UAE,120152,4613,4474.61,108,27205.77
2024-08-04,Google Ads,Display,Healthcare,Canada,144494,8409,25563.36,93,20233.22
2024-08-05,Meta Ads,Video,Healthcare,USA,46548,1047,1622.85,28,7800.92
2024-08-05,Google Ads,Display,Fintech,Canada,71151,4368,14108.64,202,51341.85
2024-08-06,Meta Ads,Display,EdTech,USA,131155,4052,5024.48,209,15982.2
2024-08-06,Google Ads,Shopping,E-commerce,India,146788,6003,14527.26,476,104420.05
2024-08-06,Google Ads,Display,Healthcare,USA,54158,3374,2732.94,55,5839.17
2024-08-06,Meta Ads,Video,E-commerce,Canada,70133,2293,2384.72,75,14249.95
2024-08-07,TikTok Ads,Video,SaaS,UAE,41307,1367,779.19,92,6211.99
2024-08-07,Google Ads,Display,Healthcare,India,90550,3966,10946.16,207,7960.57
2024-08-07,TikTok Ads,Display,Fintech,UK,68642,3363,1244.31,37,8887.57
2024-08-07,Meta Ads,Search,Healthcare,UAE,96360,3247,1396.21,211,50567.51
2024-08-08,Meta Ads,Search,E-commerce,India,8626,242,273.46,18,3013.54
2024-08-08,Meta Ads,Search,E-commerce,UAE,8188,272,315.52,14,3745.84
2024-08-08,TikTok Ads,Search,E-commerce,Germany,43635,2469,2987.49,133,19667.27
2024-08-08,Meta Ads,Search,EdTech,India,164074,6152,5844.4,360,47241.24
2024-08-09,Google Ads,Display,Healthcare,UAE,90374,2349,2278.53,69,5506.03
2024-08-09,TikTok Ads,Video,SaaS,UK,122408,6671,7805.07,293,67215.82
2024-08-09,Meta Ads,Shopping,Healthcare,India,25704,616,616.0,18,2381.36
2024-08-10,Meta Ads,Shopping,Healthcare,Germany,21389,941,752.8,46,8479.43
2024-08-10,TikTok Ads,Display,SaaS,India,72293,4532,8202.92,169,35145.36
2024-08-10,Google Ads,Display,Fintech,Australia,24464,511,572.32,20,5921.83
2024-08-10,Meta Ads,Search,Healthcare,UK,29055,912,1340.64,41,6404.23
2024-08-11,Meta Ads,Video,EdTech,UK,46743,1523,1218.4,51,5825.03
2024-08-11,TikTok Ads,Search,E-commerce,Australia,164599,11209,4595.69,653,133415.01
2024-08-11,TikTok Ads,Display,SaaS,USA,68474,4923,2313.81,198,32574.4
2024-08-11,Meta Ads,Search,SaaS,Germany,26491,423,401.85,28,3219.77
2024-08-11,Meta Ads,Search,Healthcare,UK,123372,3355,7716.5,224,57352.38
2024-08-11,TikTok Ads,Search,Fintech,Germany,101411,9370,7589.7,523,26633.21
2024-08-12,Meta Ads,Search,E-commerce,USA,16246,448,891.52,8,1955.09
2024-08-12,TikTok Ads,Video,SaaS,Australia,12838,784,329.28,56,2887.05
2024-08-12,Google Ads,Shopping,EdTech,Germany,13947,718,1120.08,44,11863.61
2024-08-12,Google Ads,Video,E-commerce,USA,116789,6586,17716.34,220,34309.56
2024-08-13,TikTok Ads,Video,Fintech,Canada,184476,8854,3098.9,198,56216.92
2024-08-13,TikTok Ads,Video,Healthcare,India,13597,747,1426.77,25,5673.88
2024-08-13,Meta Ads,Shopping,SaaS,USA,177905,5532,5421.36,370,14673.05
2024-08-13,TikTok Ads,Video,SaaS,UK,191894,7138,5496.26,380,85112.1
2024-08-13,Meta Ads,Shopping,Healthcare,Canada,107300,2693,1535.01,153,18121.16
2024-08-13,Meta Ads,Shopping,E-commerce,USA,188201,5627,10578.76,77,14242.93
2024-08-14,Meta Ads,Video,Fintech,USA,118252,3748,1574.16,152,12838.56
2024-08-14,Google Ads,Shopping,EdTech,Canada,168059,3462,10662.96,154,33243.77
2024-08-14,Meta Ads,Shopping,EdTech,Canada,157499,1574,2770.24,45,13465.06
2024-08-14,Meta Ads,Display,Healthcare,Germany,73309,2323,1393.8,39,1966.71
2024-08-14,Google Ads,Search,SaaS,USA,109263,2829,2489.52,129,14321.34
2024-08-14,Meta Ads,Shopping,E-commerce,Canada,34048,694,1006.3,49,12555.06
2024-08-14,TikTok Ads,Search,E-commerce,Germany,97345,5178,3158.58,289,44113.49
2024-08-14,Meta Ads,Shopping,E-commerce,UK,122710,5129,5231.58,157,24344.87
2024-08-14,Meta Ads,Search,Fintech,USA,25930,609,334.95,7,509.29
2024-08-14,Google Ads,Shopping,EdTech,India,127211,3968,10435.84,194,37337.18
2024-08-14,Meta Ads,Video,E-commerce,UAE,108924,2134,874.94,85,7418.36
2024-08-15,Google Ads,Video,Fintech,Australia,154666,5939,7601.92,366,24965.13
2024-08-15,TikTok Ads,Shopping,Fintech,Canada,13562,790,932.2,40,7014.55
2024-08-15,Google Ads,Shopping,EdTech,India,175623,9483,9198.51,268,79311.56
2024-08-15,Google Ads,Display,Healthcare,USA,95153,5404,9186.8,74,20688.95
2024-08-15,TikTok Ads,Search,Fintech,Canada,15273,464,357.28,24,871.3
2024-08-15,Meta Ads,Video,SaaS,USA,37588,1191,2334.36,48,13381.03
2024-08-16,Meta Ads,Shopping,Fintech,UAE,164096,1919,1266.54,139,7181.17
2024-08-16,Meta Ads,Video,Fintech,Canada,91123,1567,3651.11,64,5119.1
2024-08-16,TikTok Ads,Shopping,Healthcare,Canada,41113,2347,2253.12,33,2659.26
2024-08-16,Meta Ads,Video,E-commerce,Canada,122845,2714,1546.98,143,36419.79
2024-08-16,TikTok Ads,Search,E-commerce,Australia,161640,5916,2721.36,445,30797.18
2024-08-16,Google Ads,Shopping,SaaS,UAE,89383,5631,20665.77,163,35918.24
2024-08-16,Google Ads,Search,Fintech,UK,166673,4733,3975.72,336,98987.51
2024-08-16,Meta Ads,Shopping,Healthcare,India,117421,3428,2091.08,99,25079.21
2024-08-17,Meta Ads,Search,Fintech,India,194073,6346,11422.8,168,9921.38
2024-08-17,Google Ads,Display,SaaS,Germany,41375,2350,5170.0,148,14702.27
2024-08-17,TikTok Ads,Search,Healthcare,Australia,166446,7822,8995.3,218,21100.54
2024-08-17,Meta Ads,Video,EdTech,USA,145170,4688,8204.0,106,30413.14
2024-08-18,Meta Ads,Search,EdTech,UK,50893,1124,1584.84,29,2707.5
2024-08-18,TikTok Ads,Search,Fintech,India,39782,3393,5802.03,143,23555.27
2024-08-18,Meta Ads,Video,EdTech,UK,82271,3397,1766.44,36,6412.73
2024-08-18,Google Ads,Display,EdTech,Canada,179159,6593,14702.39,459,76527.74
2024-08-18,TikTok Ads,Shopping,EdTech,Canada,11713,334,487.64,13,2344.33
2024-08-19,TikTok Ads,Shopping,E-commerce,Canada,57265,2302,2992.6,85,4068.49
2024-08-19,Google Ads,Shopping,Healthcare,UK,33756,2150,4665.5,108,7948.11
2024-08-19,Meta Ads,Search,E-commerce,Canada,199363,3847,3462.3,73,11133.49
2024-08-19,TikTok Ads,Video,E-commerce,UK,82400,3708,2966.4,139,31548.51
2024-08-19,Google Ads,Shopping,Healthcare,Germany,125019,8251,31106.27,609,135443.82
2024-08-19,Meta Ads,Search,E-commerce,UAE,19284,642,1007.94,21,5907.29
2024-08-19,Google Ads,Shopping,Fintech,India,112930,2427,2305.65,53,10549.62
2024-08-20,TikTok Ads,Search,Fintech,Germany,38828,3607,3498.79,116,8788.51
2024-08-20,Google Ads,Search,E-commerce,UAE,152979,4650,3673.5,330,91949.73
2024-08-20,Google Ads,Search,Fintech,USA,170904,4751,5321.12,326,44297.15
2024-08-20,Google Ads,Shopping,E-commerce,Germany,161926,5424,17844.96,87,11807.21
2024-08-20,TikTok Ads,Search,EdTech,Germany,135992,8023,3209.2,640,50560.98
2024-08-20,TikTok Ads,Search,Healthcare,Canada,89688,6583,2238.22,273,36559.47
2024-08-20,TikTok Ads,Shopping,SaaS,Canada,186136,13885,13190.75,891,133397.7
2024-08-20,Google Ads,Search,Fintech,India,83498,3531,3636.93,234,36561.1
2024-08-21,Google Ads,Search,E-commerce,UK,180746,5024,6430.72,64,17709.21
2024-08-21,Meta Ads,Video,EdTech,UK,151729,4491,8308.35,228,48165.44
2024-08-21,TikTok Ads,Search,Healthcare,Germany,47278,2803,4737.07,201,39448.18
2024-08-21,Meta Ads,Display,E-commerce,Canada,138074,3313,6327.83,209,16533.53
2024-08-22,Google Ads,Display,Fintech,Australia,106026,5152,8861.44,240,50663.13
2024-08-22,TikTok Ads,Video,E-commerce,USA,9722,455,550.55,29,3533.89
2024-08-22,Meta Ads,Video,Fintech,Australia,30168,1080,496.8,34,5163.27
2024-08-22,Google Ads,Display,E-commerce,UK,87607,3661,11532.15,106,31383.75
2024-08-22,Google Ads,Display,EdTech,Australia,89124,2664,3303.36,198,52262.98
2024-08-23,Meta Ads,Display,E-commerce,India,187099,2469,2049.27,103,3413.17
2024-08-23,Meta Ads,Shopping,SaaS,Germany,154676,1624,2744.56,26,1813.36
2024-08-23,Meta Ads,Display,SaaS,Germany,6903,225,432.0,7,513.46
2024-08-24,Meta Ads,Shopping,Fintech,UAE,104616,4048,7164.96,233,45906.84
2024-08-24,TikTok Ads,Video,E-commerce,Australia,185510,9739,19964.95,461,116711.4
2024-08-24,TikTok Ads,Video,Fintech,UAE,138332,9558,3345.3,195,26087.06
2024-08-26,Google Ads,Shopping,Fintech,Australia,162636,9237,13024.17,738,102989.98
2024-08-26,TikTok Ads,Display,Fintech,UAE,178782,7705,9862.4,352,30909.61
2024-08-27,Meta Ads,Search,EdTech,UAE,158504,4897,2105.71,255,54921.72
2024-08-27,Google Ads,Shopping,SaaS,UK,159226,5206,5049.82,137,27701.27
2024-08-27,TikTok Ads,Video,EdTech,UAE,149526,4321,3370.38,120,25118.55
2024-08-27,Meta Ads,Search,E-commerce,USA,53865,1098,1405.44,67,2545.35
2024-08-28,Google Ads,Search,E-commerce,Australia,94081,5588,15031.72,88,24757.88
2024-08-28,Google Ads,Shopping,E-commerce,India,49462,1206,2351.7,74,12950.09
2024-08-28,Meta Ads,Display,E-commerce,Canada,25991,309,469.68,14,2306.63
2024-08-28,Meta Ads,Video,E-commerce,UAE,196386,6794,5503.14,506,34412.06
2024-08-28,Meta Ads,Search,EdTech,USA,73513,2073,4602.06,31,3401.33
2024-08-28,Google Ads,Video,EdTech,UAE,145119,9998,14597.08,233,60859.85
2024-08-28,Google Ads,Display,Healthcare,UK,15796,301,574.91,17,1137.71
2024-08-28,Google Ads,Video,Fintech,UAE,33794,1030,1802.5,25,1849.39
2024-08-28,Google Ads,Search,Fintech,Germany,151772,6237,6361.74,302,77929.21
2024-08-29,Google Ads,Shopping,SaaS,UAE,105386,3783,6885.06,130,36776.35
2024-08-29,Google Ads,Search,E-commerce,UAE,37827,2072,1678.32,133,19268.21
2024-08-29,Google Ads,Display,EdTech,Canada,96676,5326,8894.42,355,14113.5
2024-08-30,TikTok Ads,Shopping,Fintech,USA,133949,7219,10972.88,73,21583.28
2024-08-30,Meta Ads,Video,Healthcare,Germany,140431,1544,802.88,74,2904.54
2024-08-30,TikTok Ads,Display,EdTech,India,122174,6499,5719.12,413,58791.38
2024-08-30,Meta Ads,Display,Healthcare,Australia,137053,5550,8436.0,381,43644.89
2024-08-30,Google Ads,Shopping,Fintech,Germany,20915,913,940.39,37,3637.08
2024-08-31,Google Ads,Display,Healthcare,Canada,49757,1243,3903.02,39,4749.9
2024-08-31,Meta Ads,Search,Fintech,UAE,199405,5204,4995.84,333,25169.83
2024-08-31,Meta Ads,Search,Healthcare,UK,125155,5256,5623.92,247,26802.91
2024-08-31,Meta Ads,Video,E-commerce,UAE,196373,5184,4458.24,173,36583.06
2024-08-31,Meta Ads,Video,E-commerce,UAE,60919,1851,3313.29,131,19210.72
2024-08-31,Google Ads,Video,Healthcare,USA,166957,5476,6680.72,137,35345.21
2024-09-01,Meta Ads,Shopping,Healthcare,UAE,150698,4581,2336.31,285,32525.45
2024-09-01,TikTok Ads,Shopping,SaaS,Germany,131206,8279,12666.87,553,61485.88
2024-09-01,TikTok Ads,Display,SaaS,USA,106069,3139,1569.5,78,6648.74
2024-09-01,Google Ads,Search,SaaS,USA,27778,1902,2948.1,125,15444.21
2024-09-01,Meta Ads,Search,E-commerce,USA,98699,2171,4819.62,92,5066.63
2024-09-01,TikTok Ads,Video,EdTech,Australia,6628,261,334.08,11,2224.48
2024-09-01,TikTok Ads,Video,EdTech,UK,154676,5970,6507.3,107,14099.39
2024-09-01,Google Ads,Shopping,Healthcare,Germany,184976,6270,16678.2,412,40433.91
2024-09-02,Google Ads,Search,EdTech,UAE,142844,2971,5020.99,95,5534.94
2024-09-02,Meta Ads,Video,Fintech,Canada,76916,2761,1960.31,64,14368.24
2024-09-02,Meta Ads,Video,SaaS,UAE,173337,3189,6473.67,224,43055.91
2024-09-02,Meta Ads,Shopping,SaaS,Australia,49980,1664,3294.72,37,6236.77
2024-09-02,Google Ads,Display,Healthcare,UK,23904,609,1010.94,35,7211.31
2024-09-02,Google Ads,Shopping,Healthcare,Canada,154631,4793,15050.02,155,15403.3
2024-09-03,Meta Ads,Shopping,E-commerce,USA,33834,906,797.28,23,2361.23
2024-09-03,Meta Ads,Search,Healthcare,Germany,36153,882,1481.76,62,16744.05
2024-09-03,Google Ads,Video,SaaS,USA,177472,9210,18696.3,410,45066.38
2024-09-03,Google Ads,Video,SaaS,Australia,143235,3981,7285.23,125,27104.75
2024-09-03,Meta Ads,Search,E-commerce,Canada,19959,586,1166.14,17,4432.12
2024-09-03,TikTok Ads,Video,SaaS,Germany,154307,9212,11975.6,700,61706.24
2024-09-03,TikTok Ads,Video,SaaS,UAE,64222,2067,3906.63,68,14851.97
2024-09-03,Google Ads,Search,E-commerce,India,144911,7897,12872.11,555,21004.5
2024-09-04,Meta Ads,Video,Fintech,India,27931,608,924.16,10,1389.72
2024-09-04,Google Ads,Video,EdTech,UK,154805,9535,9153.6,525,18155.37
2024-09-04,TikTok Ads,Video,E-commerce,Canada,178269,8646,5446.98,93,10627.54
2024-09-04,Meta Ads,Shopping,Fintech,India,79992,1055,1603.6,21,4912.79
2024-09-05,Google Ads,Search,Healthcare,UAE,49425,1996,2534.92,98,9253.27
2024-09-05,Meta Ads,Search,E-commerce,UK,189598,6673,13279.27,170,36177.68
2024-09-05,Google Ads,Display,Fintech,UK,118884,5932,17499.4,450,121374.91
2024-09-05,Google Ads,Shopping,Fintech,India,197589,4781,7649.6,225,12329.91
2024-09-05,Google Ads,Search,E-commerce,India,90953,4365,13269.6,73,19836.75
2024-09-06,Google Ads,Search,Fintech,USA,167932,6717,16523.82,247,38475.06
2024-09-06,Meta Ads,Video,SaaS,Canada,98079,3226,7032.68,44,1401.71
2024-09-06,Google Ads,Shopping,E-commerce,Germany,101299,3504,6307.2,250,36776.35
2024-09-06,Google Ads,Video,SaaS,India,47176,1278,1827.54,62,2278.75
2024-09-06,Google Ads,Shopping,Fintech,Australia,136960,5382,7642.44,230,39826.63
2024-09-06,Google Ads,Shopping,E-commerce,Canada,193613,9157,25548.03,458,127981.37
2024-09-06,Google Ads,Shopping,Healthcare,Germany,36092,1050,3864.0,34,1685.69
2024-09-06,Meta Ads,Display,EdTech,USA,71247,1888,887.36,57,9045.86
2024-09-07,Google Ads,Search,E-commerce,USA,71216,2357,7471.69,179,29354.19
2024-09-07,Google Ads,Shopping,EdTech,USA,91150,4119,15775.77,98,4547.95
2024-09-07,Meta Ads,Video,Healthcare,Germany,142135,2387,4583.04,98,25385.35
2024-09-07,TikTok Ads,Display,Fintech,USA,168297,10535,14749.0,561,30094.65
2024-09-08,Meta Ads,Video,EdTech,Canada,27036,708,1182.36,12,1538.26
2024-09-08,Meta Ads,Video,E-commerce,UK,35755,672,1350.72,39,1411.24
2024-09-08,Meta Ads,Shopping,EdTech,Germany,151730,2063,1526.62,32,6146.93
2024-09-09,Google Ads,Video,E-commerce,Canada,103348,1891,2912.14,30,1064.02
2024-09-09,Google Ads,Display,SaaS,USA,82700,2679,2303.94,140,20788.45
2024-09-09,Google Ads,Shopping,Healthcare,Australia,95196,3170,3328.5,170,13047.52
2024-09-09,Google Ads,Display,SaaS,India,28068,990,999.9,28,5661.1
2024-09-10,Google Ads,Video,Healthcare,Canada,65545,3355,5938.35,196,57936.29
2024-09-10,TikTok Ads,Search,E-commerce,Canada,90468,5753,4602.4,141,12042.73
2024-09-10,Google Ads,Shopping,Healthcare,Germany,145508,7158,10307.52,566,76404.29
2024-09-10,Google Ads,Shopping,E-commerce,UAE,104969,5773,8197.66,142,24245.52
2024-09-10,Meta Ads,Search,EdTech,India,160341,2228,1916.08,70,6302.54
2024-09-10,Google Ads,Video,Fintech,India,46583,2319,6400.44,50,11413.39
2024-09-10,Google Ads,Video,Healthcare,Canada,111071,2865,8107.95,39,8971.28
2024-09-10,TikTok Ads,Shopping,Healthcare,UAE,90066,6025,10664.25,417,40275.46
2024-09-10,Meta Ads,Display,EdTech,Germany,153057,2969,6650.56,148,28216.02
2024-09-10,TikTok Ads,Shopping,Healthcare,India,144940,5333,6986.23,148,32610.09
2024-09-11,Meta Ads,Video,Fintech,Canada,173229,5092,8758.24,65,12320.17
2024-09-11,Meta Ads,Display,E-commerce,Australia,28567,999,1688.31,68,13037.25
2024-09-11,Google Ads,Search,EdTech,UAE,32675,941,1025.69,47,12632.32
